No.;Time;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;Delay;Delay 1;Delay 2;Jitter
10776;529,236095;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=117999 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,236095;529,236313;0,000218;0,000017;0,000201;0,000184
10777;529,236313;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=119451 Win=132096 Len=0;;;529,236313;529,236514;0,000201;0,000076;0,000125;0,000049
10778;529,236514;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=116579 Win=132096 Len=0;;;529,236514;529,236639;0,000125;0,000125;0;-0,000125
10779;529,236639;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=119451 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,236639;529,236639;0;0;0;0
10780;529,236639;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=116579 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,236639;529,236639;0;0;0;0
10781;529,236639;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=118031 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,236639;529,236639;0;-0,000086;0,000086;0,000172
10783;529,236639;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,236639;529,236725;0,000086;0,000039;0,000047;0,000008
10784;529,236725;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=120903 Win=132096 Len=0;;;529,236725;529,236772;0,000047;-0,000078;0,000125;0,000203
10785;529,236772;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=119483 Win=132096 Len=0;;;529,236772;529,236897;0,000125;0,000125;0;-0,000125
10786;529,236897;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,236897;529,236897;0;-0,000039;0,000039;0,000078
10787;529,236897;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=122355 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,236897;529,236936;0,000039;-0,000045;0,000084;0,000129
10788;529,236936;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=123807 Win=132096 Len=0;;;529,236936;529,23702;0,000084;0,000059;0,000025;-0,000034
10789;529,23702;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=120935 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,23702;529,237045;0,000025;-0,000041;0,000066;0,000107
10790;529,237045;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=122387 Win=132096 Len=0;;;529,237045;529,237111;0,000066;0,000066;0;-0,000066
10791;529,237111;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=123807 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,237111;529,237111;0;0;0;0
10792;529,237111;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=125259 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,237111;529,237111;0;-0,00004;0,00004;0,00008
10793;529,237111;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=122387 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,237111;529,237151;0,00004;-0,001026;0,001066;0,002092
10794;529,237151;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=126711 Win=132096 Len=0;;;529,237151;529,238217;0,001066;0,001066;0;-0,001066
10796;529,238217;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=123839 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238217;529,238217;0;0;0;0
10798;529,238217;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=126711 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238217;529,238217;0;0;0;0
10799;529,238217;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=128163 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238217;529,238217;0;0;0;0
10800;529,238217;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=125291 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238217;529,238217;0;0;0;0
10801;529,238217;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,238217;529,238217;0;0;0;0
10802;529,238217;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,238217;529,238217;0;0;0;0
10803;529,238217;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=131067 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238217;529,238217;0;0;0;0
10804;529,238217;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=128195 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238217;529,238217;0;-0,000162;0,000162;0,000324
10805;529,238217;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=129647 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238217;529,238379;0,000162;-0,000025;0,000187;0,000212
10806;529,238379;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=125291 Win=132096 Len=0;;;529,238379;529,238566;0,000187;0,000143;0,000044;-0,000099
10807;529,238566;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=132519 Win=132096 Len=0;;;529,238566;529,23861;0,000044;-0,000059;0,000103;0,000162
10808;529,23861;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=131099 Win=132096 Len=0;;;529,23861;529,238713;0,000103;0,000103;0;-0,000103
10809;529,238713;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=131099 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238713;529,238713;0;0;0;0
10810;529,238713;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=132519 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238713;529,238713;0;0;0;0
10811;529,238713;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=133971 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238713;529,238713;0;0;0;0
10812;529,238713;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=132551 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238713;529,238713;0;-0,000092;0,000092;0,000184
10813;529,238713;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=135423 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238713;529,238805;0,000092;0,000025;0,000067;0,000042
10814;529,238805;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=136875 Win=132096 Len=0;;;529,238805;529,238872;0,000067;-0,000009;0,000076;0,000085
10815;529,238872;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=134003 Win=132096 Len=0;;;529,238872;529,238948;0,000076;0,000076;0;-0,000076
10816;529,238948;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,238948;529,238948;0;-0,000039;0,000039;0,000078
10817;529,238948;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=136875 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,238948;529,238987;0,000039;-0,000032;0,000071;0,000103
10818;529,238987;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=138327 Win=132096 Len=0;;;529,238987;529,239058;0,000071;0,000044;0,000027;-0,000017
10819;529,239058;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=135455 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,239058;529,239085;0,000027;-0,000044;0,000071;0,000115
10820;529,239085;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=136907 Win=132096 Len=0;;;529,239085;529,239156;0,000071;0,000071;0;-0,000071
10821;529,239156;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,239156;529,239156;0;0;0;0
10822;529,239156;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=139779 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,239156;529,239156;0;-0,00004;0,00004;0,00008
10823;529,239156;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=136907 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,239156;529,239196;0,00004;-0,003359;0,003399;0,006758
10824;529,239196;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=141231 Win=132096 Len=0;;;529,239196;529,242595;0,003399;0,003399;0;-0,003399
10825;529,242595;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,242595;529,242595;0;0;0;0
10826;529,242595;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=141231 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,242595;529,242595;0;0;0;0
10827;529,242595;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=142683 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,242595;529,242595;0;0;0;0
10828;529,242595;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=139811 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,242595;529,242595;0;0;0;0
10829;529,242595;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=141263 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,242595;529,242595;0;0;0;0
10831;529,242595;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=144135 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,242595;529,242595;0;0;0;0
10832;529,242595;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=145587 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,242595;529,242595;0;0;0;0
10833;529,242595;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=142715 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,242595;529,242595;0;-0,000175;0,000175;0,00035
10834;529,242595;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=144167 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,242595;529,24277;0,000175;0,000073;0,000102;0,000029
10835;529,24277;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=142715 Win=132096 Len=0;;;529,24277;529,242872;0,000102;-0,000038;0,00014;0,000178
10836;529,242872;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=144135 Win=132096 Len=0;;;529,242872;529,243012;0,00014;0,000099;0,000041;-0,000058
10837;529,243012;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=147039 Win=132096 Len=0;;;529,243012;529,243053;0,000041;-0,000049;0,00009;0,000139
10838;529,243053;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=145619 Win=132096 Len=0;;;529,243053;529,243143;0,00009;0,00009;0;-0,00009
10839;529,243143;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data, Application Data;;;529,243143;529,243143;0;0;0;0
10840;529,243143;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=148491 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243143;529,243143;0;0;0;0
10841;529,243143;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,243143;529,243143;0;0;0;0
10842;529,243143;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=147071 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243143;529,243143;0;-0,000091;0,000091;0,000182
10843;529,243143;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=149943 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243143;529,243234;0,000091;0,000047;0,000044;-0,000003
10844;529,243234;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=151395 Win=132096 Len=0;;;529,243234;529,243278;0,000044;-0,000005;0,000049;0,000054
10845;529,243278;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=148523 Win=132096 Len=0;;;529,243278;529,243327;0,000049;0,000049;0;-0,000049
10846;529,243327;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=151395 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243327;529,243327;0;-0,000025;0,000025;0,00005
10847;529,243327;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=148523 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243327;529,243352;0,000025;-0,000059;0,000084;0,000143
10848;529,243352;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=152847 Win=132096 Len=0;;;529,243352;529,243436;0,000084;0,000059;0,000025;-0,000034
10849;529,243436;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=149975 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243436;529,243461;0,000025;-0,000018;0,000043;0,000061
10850;529,243461;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=151427 Win=132096 Len=0;;;529,243461;529,243504;0,000043;0,000043;0;-0,000043
10851;529,243504;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=152847 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243504;529,243504;0;0;0;0
10852;529,243504;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=154299 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243504;529,243504;0;-0,00004;0,00004;0,00008
10853;529,243504;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=151427 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243504;529,243544;0,00004;-0,000046;0,000086;0,000132
10854;529,243544;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=155751 Win=132096 Len=0;;;529,243544;529,24363;0,000086;0,000086;0;-0,000086
10855;529,24363;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10856;529,24363;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10857;529,24363;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=157203 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10858;529,24363;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=154331 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10859;529,24363;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=155783 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10860;529,24363;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=158655 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10861;529,24363;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=160107 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10862;529,24363;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=157235 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10863;529,24363;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=158687 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10864;529,24363;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=161559 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10865;529,24363;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10866;529,24363;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10867;529,24363;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=161591 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;0;0;0
10868;529,24363;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=164463 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,24363;529,24363;0;-0,000133;0,000133;0,000266
10869;529,24363;118.98.77.169;192.168.1.9;TCP;1231;443  >  49861 [PSH, ACK] Seq=165915 Ack=1270 Win=31360 Len=1177 [TCP segment of a reassembled PDU];;;529,24363;529,243763;0,000133;0,000087;0,000046;-0,000041
10870;529,243763;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=163043 Win=132096 Len=0;;;529,243763;529,243809;0,000046;-0,000051;0,000097;0,000148
10871;529,243809;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=167092 Win=132096 Len=0;;;529,243809;529,243906;0,000097;0,000097;0;-0,000097
10872;529,243906;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=163043 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243906;529,243906;0;-0,000033;0,000033;0,000066
10873;529,243906;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=164495 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,243906;529,243939;0,000033;-0,000037;0,00007;0,000107
10874;529,243939;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=165947 Win=132096 Len=0;;;529,243939;529,244009;0,00007;0,000026;0,000044;0,000018
10875;529,244009;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=167092 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,244009;529,244053;0,000044;0,000044;0;-0,000044
10876;529,244053;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=168544 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,244053;529,244053;0;0;0;0
10877;529,244053;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=165947 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,244053;529,244053;0;-0,000048;0,000048;0,000096
10878;529,244053;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,244053;529,244101;0,000048;-0,000032;0,00008;0,000112
10879;529,244101;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=169996 Win=132096 Len=0;;;529,244101;529,244181;0,00008;-0,001558;0,001638;0,003196
10880;529,244181;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=168851 Win=132096 Len=0;;;529,244181;529,245819;0,001638;0,001638;0;-0,001638
10881;529,245819;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=169996 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,245819;529,245819;0;0;0;0
10882;529,245819;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=171448 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,245819;529,245819;0;0;0;0
10883;529,245819;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=168851 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,245819;529,245819;0;0;0;0
10884;529,245819;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=170303 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,245819;529,245819;0;0;0;0
10885;529,245819;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data, Application Data;;;529,245819;529,245819;0;0;0;0
10886;529,245819;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=174352 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,245819;529,245819;0;0;0;0
10887;529,245819;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=171755 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,245819;529,245819;0;0;0;0
10888;529,245819;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=173207 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,245819;529,245819;0;0;0;0
10889;529,245819;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=175804 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,245819;529,245819;0;-0,000211;0,000211;0,000422
10890;529,245819;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=177256 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,245819;529,24603;0,000211;0,000114;0,000097;-0,000017
10891;529,24603;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=178708 Win=132096 Len=0;;;529,24603;529,246127;0,000097;-0,00002;0,000117;0,000137
10892;529,246127;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=174659 Win=132096 Len=0;;;529,246127;529,246244;0,000117;0,000117;0;-0,000117
10893;529,246244;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,246244;529,246244;0;0;0;0
10894;529,246244;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=176111 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,246244;529,246244;0;0;0;0
10895;529,246244;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=178708 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,246244;529,246244;0;-0,000097;0,000097;0,000194
10896;529,246244;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=180160 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,246244;529,246341;0,000097;0,000032;0,000065;0,000033
10898;529,246341;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=177563 Win=132096 Len=0;;;529,246341;529,246406;0,000065;-0,000068;0,000133;0,000201
10899;529,246406;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=181612 Win=132096 Len=0;;;529,246406;529,246539;0,000133;0,000133;0;-0,000133
10900;529,246539;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=177563 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,246539;529,246539;0;-0,000028;0,000028;0,000056
10901;529,246539;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=179015 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,246539;529,246567;0,000028;-0,000033;0,000061;0,000094
10902;529,246567;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=180467 Win=264192 Len=0;;;529,246567;529,246628;0,000061;0,000028;0,000033;0,000005
10903;529,246628;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,246628;529,246661;0,000033;0,000033;0;-0,000033
10904;529,246661;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=183064 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,246661;529,246661;0;0;0;0
10905;529,246661;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=180467 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,246661;529,246661;0;-0,000029;0,000029;0,000058
10906;529,246661;23.38.195.66;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,246661;529,24669;0,000029;-0,000022;0,000051;0,000073
10907;529,24669;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=1270 Ack=184516 Win=132096 Len=0;;;529,24669;529,246741;0,000051;-0,00417;0,004221;0,008391
10908;529,246741;192.168.1.9;23.38.195.66;TCP;54;49860  >  443 [ACK] Seq=1404 Ack=183371 Win=264192 Len=0;;;529,246741;529,250962;0,004221;0,004221;0;-0,004221
10909;529,250962;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=184516 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,250962;529,250962;0;0;0;0
10910;529,250962;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=185968 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,250962;529,250962;0;0;0;0
10911;529,250962;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=183371 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,250962;529,250962;0;0;0;0
10912;529,250962;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=184823 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,250962;529,250962;0;0;0;0
10913;529,250962;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=187420 Ack=1270 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,250962;529,250962;0;0;0;0
10914;529,250962;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;529,250962;529,250962;0;0;0;0
10916;529,250962;23.38.195.66;192.168.1.9;TCP;1506;443  >  49860 [ACK] Seq=186275 Ack=1404 Win=31360 Len=1452 [TCP segment of a reassembled PDU];;;529,250962;529,250962;0;0;0;0
