No.;Time;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;Delay;Delay 1;Delay 2;Jitter
15215;557,034587;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,034587;557,034587;0;-0,000087;0,000087;0,000174
15216;557,034587;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1255794 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,034587;557,034674;0,000087;-0,000036;0,000123;0,000159
15217;557,034674;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1257246 Win=1059840 Len=0;;;557,034674;557,034797;0,000123;0,000123;0;-0,000123
15218;557,034797;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=72999 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,034797;557,034797;0;-0,000047;0,000047;0,000094
15219;557,034797;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=74451 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,034797;557,034844;0,000047;-0,000043;0,00009;0,000133
15220;557,034844;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=1681 Ack=75903 Win=132096 Len=0;;;557,034844;557,034934;0,00009;0,000021;0,000069;0,000048
15221;557,034934;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1257246 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,034934;557,035003;0,000069;0,000069;0;-0,000069
15222;557,035003;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1258698 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,035003;557,035003;0;0;0;0
15223;557,035003;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1260150 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,035003;557,035003;0;-0,000054;0,000054;0,000108
15224;557,035003;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1261602 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,035003;557,035057;0,000054;-0,006074;0,006128;0,012202
15225;557,035057;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1263054 Win=1059840 Len=0;;;557,035057;557,041185;0,006128;0,006128;0;-0,006128
15226;557,041185;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1263054 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,041185;557,041185;0;0;0;0
15227;557,041185;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1264506 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,041185;557,041185;0;0;0;0
15228;557,041185;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,041185;557,041185;0;0;0;0
15229;557,041185;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1267410 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,041185;557,041185;0;0;0;0
15230;557,041185;118.98.77.155;192.168.1.9;TCP;66;[TCP Dup ACK 15113#1] 443  >  49900 [ACK] Seq=19456 Ack=1466 Win=31360 Len=0 SLE=1092 SRE=1466;;;557,041185;557,041185;0;0;0;0
15231;557,041185;23.216.158.67;192.168.1.9;TCP;66;[TCP Dup ACK 15200#1] 443  >  49898 [ACK] Seq=75903 Ack=1681 Win=34560 Len=0 SLE=1650 SRE=1681;;;557,041185;557,041185;0;0;0;0
15232;557,041185;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1268862 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,041185;557,041185;0;0;0;0
15233;557,041185;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1270314 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,041185;557,041185;0;0;0;0
15234;557,041185;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1271766 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,041185;557,041185;0;-0,000174;0,000174;0,000348
15235;557,041185;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1273218 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,041185;557,041359;0,000174;0,000008;0,000166;0,000158
15236;557,041359;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1274670 Win=1059840 Len=0;;;557,041359;557,041525;0,000166;0,000166;0;-0,000166
15237;557,041525;23.216.158.67;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,041525;557,041525;0;0;0;0
15238;557,041525;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=77355 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,041525;557,041525;0;0;0;0
15239;557,041525;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=78807 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,041525;557,041525;0;0;0;0
15240;557,041525;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=80259 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,041525;557,041525;0;-0,000087;0,000087;0,000174
15241;557,041525;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=81711 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,041525;557,041612;0,000087;-0,000037;0,000124;0,000161
15242;557,041612;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=1681 Ack=83163 Win=132096 Len=0;;;557,041612;557,041736;0,000124;0,000124;0;-0,000124
15243;557,041736;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=83163 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,041736;557,041736;0;-0,00005;0,00005;0,0001
15244;557,041736;23.216.158.67;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,041736;557,041786;0,00005;-0,000054;0,000104;0,000158
15245;557,041786;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=1681 Ack=86067 Win=132096 Len=0;;;557,041786;557,04189;0,000104;0,000068;0,000036;-0,000032
15246;557,04189;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=86067 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,04189;557,041926;0,000036;-0,000077;0,000113;0,00019
15247;557,041926;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=1681 Ack=87519 Win=132096 Len=0;;;557,041926;557,042039;0,000113;0,000113;0;-0,000113
15248;557,042039;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=87519 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,042039;557,042039;0;0;0;0
15249;557,042039;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=88971 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,042039;557,042039;0;-0,000053;0,000053;0,000106
15250;557,042039;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=90423 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,042039;557,042092;0,000053;-0,028321;0,028374;0,056695
15251;557,042092;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=1681 Ack=91875 Win=132096 Len=0;;;557,042092;557,070466;0,028374;0,028374;0;-0,028374
15252;557,070466;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=91875 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,070466;557,070466;0;0;0;0
15253;557,070466;23.216.158.67;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,070466;557,070466;0;0;0;0
15254;557,070466;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=94779 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,070466;557,070466;0;0;0;0
15255;557,070466;23.216.158.67;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,070466;557,070466;0;0;0;0
15256;557,070466;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=97683 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,070466;557,070466;0;0;0;0
15257;557,070466;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=99135 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,070466;557,070466;0;0;0;0
15258;557,070466;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=100587 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,070466;557,070466;0;0;0;0
15259;557,070466;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=102039 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,070466;557,070466;0;0;0;0
15260;557,070466;23.216.158.67;192.168.1.9;TCP;1506;443  >  49898 [ACK] Seq=103491 Ack=1681 Win=34560 Len=1452 [TCP segment of a reassembled PDU];;;557,070466;557,070466;0;-0,000212;0,000212;0,000424
15261;557,070466;23.216.158.67;192.168.1.9;TLSv1.3;676;Application Data;;;557,070466;557,070678;0,000212;0,000057;0,000155;0,000098
15262;557,070678;192.168.1.9;23.216.158.67;TCP;54;49898  >  443 [ACK] Seq=1681 Ack=105565 Win=132096 Len=0;;;557,070678;557,070833;0,000155;0,000155;0;-0,000155
15263;557,070833;118.98.77.155;192.168.1.9;TCP;1506;[TCP Spurious Retransmission] 443  >  49900 [ACK] Seq=7563 Ack=1466 Win=31360 Len=1452;;;557,070833;557,070833;0;0;0;0
15264;557,070833;23.216.158.64;192.168.1.9;TCP;1506;[TCP Spurious Retransmission] 443  >  49899 [ACK] Seq=4440 Ack=1214 Win=31360 Len=1452;;;557,070833;557,070833;0;0;0;0
15265;557,070833;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1274670 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,070833;557,070833;0;0;0;0
15266;557,070833;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1276122 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,070833;557,070833;0;-0,000053;0,000053;0,000106
15267;557,070833;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,070833;557,070886;0,000053;0,000014;0,000039;0,000025
15268;557,070886;192.168.1.9;118.98.77.155;TCP;66;[TCP Dup ACK 15151#2] 49900  >  443 [ACK] Seq=1466 Ack=19456 Win=132096 Len=0 SLE=7563 SRE=9015;;;557,070886;557,070925;0,000039;-0,000039;0,000078;0,000117
15269;557,070925;192.168.1.9;23.216.158.64;TCP;66;[TCP Dup ACK 15187#2] 49899  >  443 [ACK] Seq=1214 Ack=11183 Win=132096 Len=0 SLE=4440 SRE=5892;;;557,070925;557,071003;0,000078;-0,000015;0,000093;0,000108
15270;557,071003;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1279026 Win=1059840 Len=0;;;557,071003;557,071096;0,000093;0,000093;0;-0,000093
15271;557,071096;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1279026 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,071096;557,071096;0;-0,000028;0,000028;0,000056
15272;557,071096;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1280478 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,071096;557,071124;0,000028;-0,000019;0,000047;0,000066
15273;557,071124;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1281930 Win=1059840 Len=0;;;557,071124;557,071171;0,000047;0,000026;0,000021;-0,000005
15274;557,071171;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1281930 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,071171;557,071192;0,000021;-0,000058;0,000079;0,000137
15275;557,071192;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1283382 Win=1059840 Len=0;;;557,071192;557,071271;0,000079;0,000079;0;-0,000079
15276;557,071271;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1283382 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,071271;557,071271;0;0;0;0
15277;557,071271;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1284834 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,071271;557,071271;0;-0,000035;0,000035;0,00007
15278;557,071271;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1286286 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,071271;557,071306;0,000035;-0,008327;0,008362;0,016689
15279;557,071306;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1287738 Win=1059840 Len=0;;;557,071306;557,079668;0,008362;0,008362;0;-0,008362
15280;557,079668;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1287738 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,079668;557,079668;0;0;0;0
15281;557,079668;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1289190 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,079668;557,079668;0;0;0;0
15282;557,079668;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1290642 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,079668;557,079668;0;0;0;0
15283;557,079668;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1292094 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,079668;557,079668;0;0;0;0
15284;557,079668;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,079668;557,079668;0;0;0;0
15285;557,079668;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1294998 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,079668;557,079668;0;0;0;0
15286;557,079668;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1296450 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,079668;557,079668;0;0;0;0
15287;557,079668;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,079668;557,079668;0;0;0;0
15288;557,079668;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1299354 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,079668;557,079668;0;-0,0002;0,0002;0,0004
15289;557,079668;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1300806 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,079668;557,079868;0,0002;0,000021;0,000179;0,000158
15290;557,079868;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1302258 Win=1059840 Len=0;;;557,079868;557,080047;0,000179;0,000179;0;-0,000179
15291;557,080047;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1302258 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080047;557,080047;0;0;0;0
15292;557,080047;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1303710 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080047;557,080047;0;0;0;0
15293;557,080047;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1305162 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080047;557,080047;0;0;0;0
15294;557,080047;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1306614 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080047;557,080047;0;-0,000074;0,000074;0,000148
15295;557,080047;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1308066 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080047;557,080121;0,000074;0,000005;0,000069;0,000064
15296;557,080121;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1309518 Win=1059840 Len=0;;;557,080121;557,08019;0,000069;0,000069;0;-0,000069
15297;557,08019;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1309518 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,08019;557,08019;0;-0,00004;0,00004;0,00008
15298;557,08019;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1310970 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,08019;557,08023;0,00004;-0,000013;0,000053;0,000066
15299;557,08023;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1312422 Win=1059840 Len=0;;;557,08023;557,080283;0,000053;0,000022;0,000031;0,000009
15300;557,080283;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1312422 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080283;557,080314;0,000031;0,000031;0;-0,000031
15301;557,080314;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,080314;557,080314;0;0;0;0
15302;557,080314;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1315326 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080314;557,080314;0;-0,000029;0,000029;0,000058
15303;557,080314;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [PSH, ACK] Seq=1316778 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080314;557,080343;0,000029;-0,000081;0,00011;0,000191
15304;557,080343;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1318230 Win=1059840 Len=0;;;557,080343;557,080453;0,00011;0,00011;0;-0,00011
15305;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1318230 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15306;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1319682 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15307;557,080453;118.98.77.169;192.168.1.9;TCP;66;[TCP Dup ACK 15207#1] 443  >  49861 [ACK] Seq=1321134 Ack=5539 Win=35456 Len=0 SLE=5504 SRE=5539;;;557,080453;557,080453;0;0;0;0
15308;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1321134 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15309;557,080453;118.98.77.169;192.168.1.9;TCP;1482;443  >  49861 [ACK] Seq=1322586 Ack=5539 Win=35456 Len=1428 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15310;557,080453;118.98.77.169;192.168.1.9;TCP;78;443  >  49861 [ACK] Seq=1324014 Ack=5539 Win=35456 Len=24 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15311;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1324038 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15312;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1325490 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15313;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1326942 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15314;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1328394 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15315;557,080453;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15316;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1331298 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15317;557,080453;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;0;0;0
15318;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1334202 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080453;0;-0,000116;0,000116;0,000232
15319;557,080453;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1335654 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080453;557,080569;0,000116;0,000022;0,000094;0,000072
15320;557,080569;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1337106 Win=1059840 Len=0;;;557,080569;557,080663;0,000094;0,000094;0;-0,000094
15321;557,080663;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1337106 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080663;557,080663;0;-0,000036;0,000036;0,000072
15322;557,080663;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1338558 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080663;557,080699;0,000036;-0,000026;0,000062;0,000088
15323;557,080699;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1340010 Win=1059840 Len=0;;;557,080699;557,080761;0,000062;0,000026;0,000036;0,00001
15324;557,080761;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1340010 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080761;557,080797;0,000036;0,000036;0;-0,000036
15325;557,080797;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,080797;557,080797;0;0;0;0
15326;557,080797;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1342914 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080797;557,080797;0;-0,000031;0,000031;0,000062
15327;557,080797;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1344366 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,080797;557,080828;0,000031;-0,015431;0,015462;0,030893
15328;557,080828;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1345818 Win=1059840 Len=0;;;557,080828;557,09629;0,015462;0,015462;0;-0,015462
15329;557,09629;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1345818 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,09629;557,09629;0;0;0;0
15330;557,09629;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1347270 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,09629;557,09629;0;0;0;0
15331;557,09629;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1348722 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,09629;557,09629;0;0;0;0
15332;557,09629;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1350174 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,09629;557,09629;0;0;0;0
15333;557,09629;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1351626 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,09629;557,09629;0;0;0;0
15334;557,09629;23.216.158.67;192.168.1.9;TCP;66;[TCP Dup ACK 15200#2] 443  >  49898 [ACK] Seq=105565 Ack=1681 Win=34560 Len=0 SLE=1650 SRE=1681;;;557,09629;557,09629;0;0;0;0
15335;557,09629;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1353078 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,09629;557,09629;0;0;0;0
15336;557,09629;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1354530 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,09629;557,09629;0;0;0;0
15337;557,09629;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1355982 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,09629;557,09629;0;-0,000222;0,000222;0,000444
15338;557,09629;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,09629;557,096512;0,000222;0,000062;0,00016;0,000098
15339;557,096512;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1358886 Win=1059840 Len=0;;;557,096512;557,096672;0,00016;0,00016;0;-0,00016
15340;557,096672;157.240.217.60;192.168.1.9;TCP;54;[TCP Keep-Alive ACK] 443  >  49839 [ACK] Seq=464 Ack=582 Win=66816 Len=0;;;557,096672;557,096672;0;0;0;0
15341;557,096672;118.98.77.169;192.168.1.9;TLSv1.3;1506;Application Data [TCP segment of a reassembled PDU];;;557,096672;557,096672;0;0;0;0
15342;557,096672;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1360338 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,096672;557,096672;0;0;0;0
15343;557,096672;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1361790 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,096672;557,096672;0;-0,000068;0,000068;0,000136
15344;557,096672;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1363242 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,096672;557,09674;0,000068;-0,000003;0,000071;0,000074
15345;557,09674;192.168.1.9;118.98.77.169;TCP;54;49861  >  443 [ACK] Seq=5539 Ack=1364694 Win=1059840 Len=0;;;557,09674;557,096811;0,000071;0,000071;0;-0,000071
15346;557,096811;118.98.77.169;192.168.1.9;TCP;1506;443  >  49861 [ACK] Seq=1364694 Ack=5539 Win=35456 Len=1452 [TCP segment of a reassembled PDU];;;557,096811;557,096811;0;-0,000026;0,000026;0,000052
